stock_id,name,per_latest,per_120d_high,per_120d_low,per_latest_is_prev,valuation_updated_at,valuation_status,valuation_reason,finmind_token_status,finmind_token_source,finmind_token_masked,finmind_user_count,finmind_api_request_limit,finmind_remain,finmind_usage_checked_at
6257,矽格,28.42,40.81,23.1,False,2026-09-25 03:45:37,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:37
6274,台燿,75.93,137.28,51.3,False,2026-09-25 03:45:37,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:38
6278,台表科,21.48,28.14,9.95,False,2026-09-25 03:45:38,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:38
6282,康舒,35.12,307.78,34.06,False,2026-09-25 03:45:38,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:38
6285,啟碁,26.07,47.05,23.99,False,2026-09-25 03:45:38,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:39
6291,沛亨,41.8,79.32,31.61,False,2026-09-25 03:45:39,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:39
6412,群電,12.29,20.38,12.14,False,2026-09-25 03:45:39,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:40
6414,樺漢,15.53,23.37,12.53,False,2026-09-25 03:45:40,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:41
6415,矽力*-KY,43.2,90.46,40.71,False,2026-09-25 03:45:41,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:41
6442,光聖,45.27,103.72,39.61,False,2026-09-25 03:45:41,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:41
6446,藥華藥,56.56,95.92,44.59,False,2026-09-25 03:45:41,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:42
6451,訊芯-KY,377.98,2003.85,0.0,False,2026-09-25 03:45:42,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:42
6488,環球晶,46.02,93.46,26.95,False,2026-09-25 03:45:42,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:43
6505,台塑化,15.14,54.62,11.65,False,2026-09-25 03:45:43,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:43
6510,精測,78.07,138.11,53.54,False,2026-09-25 03:45:43,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:44
6515,穎崴,95.78,232.55,94.38,False,2026-09-25 03:45:44,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:44
6526,達發,46.59,46.59,27.4,False,2026-09-25 03:45:44,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:45
6531,愛普*,57.27,124.84,47.92,False,2026-09-25 03:45:45,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:45
6640,均華,60.3,138.04,46.96,False,2026-09-25 03:45:45,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:46
6643,M31,542.11,17425.0,268.64,False,2026-09-25 03:45:46,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:46
6664,群翊,21.56,32.06,19.75,False,2026-09-25 03:45:46,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:46
6669,緯穎,6.78,25.01,6.75,False,2026-09-25 03:45:46,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:47
6672,騰輝電子-KY,50.98,56.96,26.6,False,2026-09-25 03:45:47,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:47
6683,雍智科技,67.86,166.34,47.76,False,2026-09-25 03:45:47,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:48
6691,洋基工程,19.95,29.53,17.74,False,2026-09-25 03:45:48,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:48
6693,廣閎科,42.07,206.34,0.0,False,2026-09-25 03:45:48,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:49
6770,力積電,24.0,50.11,0.0,False,2026-09-25 03:45:49,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:49
6789,采鈺,88.84,152.75,79.2,False,2026-09-25 03:45:49,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:50
6805,富世達,54.12,71.45,31.39,False,2026-09-25 03:45:50,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:50
6919,康霈*,0.0,0.0,0.0,False,2026-09-25 03:45:50,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:51
7711,永擎,23.86,42.05,13.18,False,2026-09-25 03:45:51,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:51
7717,萊德光電-KY,84.02,150.73,56.42,False,2026-09-25 03:45:51,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:52
7728,光焱科技,94.44,174.19,90.32,False,2026-09-25 03:45:52,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:53
7734,印能科技,57.97,115.97,52.38,False,2026-09-25 03:45:53,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:53
7750,新代,33.86,96.48,32.49,False,2026-09-25 03:45:53,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:53
7769,鴻勁,58.54,103.07,58.36,False,2026-09-25 03:45:53,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:54
7792,安葆,39.38,43.0,21.02,False,2026-09-25 03:45:54,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:54
7828,創新服務,199.8,343.93,154.16,False,2026-09-25 03:45:54,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:55
7856,漢測,170.68,175.32,170.68,False,2026-09-25 03:45:55,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:55
8021,尖點,96.77,172.08,78.33,False,2026-09-25 03:45:55,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:56
8027,鈦昇,613.33,640.0,0.0,False,2026-09-25 03:45:56,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:56
8028,昇陽半導體,48.21,78.87,39.7,False,2026-09-25 03:45:56,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:56
8039,台虹,82.06,111.9,50.16,False,2026-09-25 03:45:56,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:57
8046,南電,145.71,333.89,120.45,False,2026-09-25 03:45:57,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:57
8070,長華*,29.41,61.6,27.96,False,2026-09-25 03:45:57,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:58
8155,博智,28.97,66.35,26.81,False,2026-09-25 03:45:58,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:58
8210,勤誠,23.51,46.65,22.91,False,2026-09-25 03:45:58,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:59
8299,群聯,9.74,56.93,8.8,False,2026-09-25 03:45:59,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:45:59
8358,金居,76.15,134.36,51.56,False,2026-09-25 03:45:59,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:00
8996,高力,103.03,138.58,55.49,False,2026-09-25 03:46:00,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:00
009816,凱基台灣TOP50,,,,False,2026-09-25 03:46:00,no_data,empty,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:00
009820,元大納斯達克精選,,,,False,2026-09-25 03:46:00,no_data,empty,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:01
009823,群益S&P500,,,,False,2026-09-25 03:46:01,no_data,empty,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:01
009824,群益美國科技巨頭,,,,False,2026-09-25 03:46:01,no_data,empty,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:02
00631L,元大台灣50正2,,,,False,2026-09-25 03:46:02,no_data,empty,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:02
00679B,元大美債20年,,,,False,2026-09-25 03:46:02,no_data,empty,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:03
00685L,群益臺灣加權正2,,,,False,2026-09-25 03:46:03,no_data,empty,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:03
00687B,國泰20年美債,,,,False,2026-09-25 03:46:03,no_data,empty,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:03
00937B,群益ESG投等債20+,,,,False,2026-09-25 03:46:03,no_data,empty,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:04
00953B,群益優選非投等債,,,,False,2026-09-25 03:46:04,no_data,empty,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:04
00981A,主動統一台股增長,,,,False,2026-09-25 03:46:04,no_data,empty,ok,FINMIND_TOKEN,eyJ0...py2s,2231,6000,3769,2026-09-25 03:46:05
